food_name,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,unit_type,avg_weight
Protein Shake,180.93,19.81,34.16,19.74,1.39,gram,100
Cashews,315.99,16.58,52.68,16.04,6.85,gram,100
Dosa,246.47,7.68,33.05,16.81,2.8,gram,100
Greek Yogurt,229.9,4.91,27.34,29.99,2.44,gram,100
Banana,146.92,15.57,13.68,22.99,6.71,piece,35
Cabbage,129.97,3.93,20.38,2.2,9.45,gram,100
Rajma,256.5,28.02,17.19,15.33,0.25,gram,100
Mango,145.57,22.96,51.56,8.61,7.09,gram,100
Papaya,59.35,20.87,36.82,20.86,8.34,gram,100
Curd,246.61,16.56,1.83,10.68,8.48,gram,100
Butter,92.74,14.18,57.66,22.32,8.48,gram,100
Biryani,196.72,5.96,32.64,25.07,4.67,gram,100
Milk,66.11,27.54,16.95,2.72,5.54,gram,100
Peanuts,62.52,28.28,48.99,3.86,7.25,gram,100
Bread,58.97,17.96,18.32,28.43,2.06,gram,100
Grapes,148.94,18.42,46.57,4.91,9.52,gram,100
Dal Tadka,304.56,25.92,55.47,4.38,9.39,gram,100
Paneer,244.12,8.63,25.11,12.69,4.15,gram,100
Curd,225.38,23.13,50.67,3.96,6.12,gram,100
Cauliflower,374.88,7.54,49.33,13.64,4.79,gram,100
Poha,397.94,12.59,14.73,0.47,5.6,gram,100
Apple,80.49,7.31,32.27,7.57,9.6,piece,42
Bread,101.49,2.79,48.95,7.55,8.8,gram,100
Watermelon,250.28,19.75,38.38,27.11,9.35,gram,100
Broccoli,370.45,17.64,42.85,9.33,5.94,gram,100
Potato,303.48,19.67,23.17,3.0,5.47,gram,100
Milk,83.16,21.27,48.89,21.52,6.56,gram,100
Orange,72.35,19.58,57.37,2.08,7.88,gram,100
Peanuts,213.17,23.45,49.27,5.0,3.87,gram,100
Protein Shake,223.3,21.37,32.08,9.93,7.66,gram,100
Oats,386.62,15.84,21.21,14.44,2.91,gram,100
Sambar,334.6,9.44,15.11,4.94,2.27,gram,100
Grapes,99.08,0.97,20.92,15.03,5.57,gram,100
Almonds,168.33,2.6,57.54,1.34,8.07,gram,100
Carrot,131.68,29.25,19.25,19.82,8.06,gram,100
Salad,125.34,0.56,42.69,23.88,6.06,gram,100
Apple,240.31,19.28,53.25,12.93,9.52,piece,63
Cauliflower,77.8,25.99,58.19,14.05,5.27,gram,100
Orange,61.78,29.25,9.01,7.57,8.55,gram,100
Butter,140.28,11.77,30.75,12.04,9.5,gram,100
Chole,362.32,1.6,16.46,2.41,3.91,gram,100
Salad,276.66,24.66,0.65,19.68,8.77,gram,100
Orange,224.99,16.95,11.44,26.54,0.46,gram,100
Paneer,206.49,21.76,27.79,0.67,2.13,gram,100
Tomato,144.01,17.44,49.94,24.3,1.7,gram,100
Oats,244.28,5.3,46.62,2.66,4.89,gram,100
Egg,243.34,11.88,33.28,5.89,8.45,piece,44
Butter,53.86,12.27,55.53,3.83,3.13,gram,100
Papaya,96.6,0.34,5.38,3.68,9.59,gram,100
Rice,87.35,15.98,36.14,19.17,0.22,gram,100
Dal Tadka,375.43,14.24,3.04,24.94,5.57,gram,100
Chicken Curry,338.54,14.33,38.85,11.91,4.71,gram,100
Orange,97.34,25.03,11.27,17.94,8.15,gram,100
Cornflakes,101.53,0.95,20.43,27.86,0.8,gram,100
Rajma,146.87,3.97,54.05,12.77,8.94,gram,100
Curd,394.27,12.5,51.55,9.89,5.64,gram,100
Cauliflower,307.39,19.62,29.86,26.51,4.29,gram,100
Dosa,274.17,3.51,9.13,21.21,3.46,gram,100
Vegetable Curry,103.48,17.38,56.07,7.4,4.57,gram,100
Pineapple,252.45,20.73,0.72,6.84,0.79,gram,100
Butter,170.77,12.08,49.38,14.62,4.07,gram,100
Chicken Breast,72.68,11.92,22.35,4.12,6.08,gram,100
Papaya,95.03,17.83,9.2,4.26,7.07,gram,100
Potato,384.91,4.43,6.89,27.37,6.27,gram,100
Butter,140.45,7.8,59.24,26.09,6.31,gram,100
Biryani,337.96,3.62,19.29,22.57,6.22,gram,100
Salad,191.58,1.52,48.5,12.95,6.03,gram,100
Butter,203.07,26.51,7.45,21.64,5.26,gram,100
Greek Yogurt,368.7,10.7,14.58,28.18,2.04,gram,100
Upma,125.14,16.01,20.76,24.21,0.89,gram,100
Oats,236.53,22.06,13.99,5.1,2.1,gram,100
Paneer,376.38,15.58,31.11,9.64,8.66,gram,100
Poha,219.78,5.09,4.57,9.77,4.6,gram,100
Poha,70.81,14.76,35.26,5.56,9.62,gram,100
Peanuts,217.77,20.95,48.94,2.33,2.05,gram,100
Upma,72.05,25.57,15.07,15.12,4.03,gram,100
Apple,354.62,14.08,57.0,1.69,2.78,piece,70
Bread,267.45,1.45,15.19,2.54,8.16,gram,100
Butter,59.14,18.95,44.4,6.1,9.22,gram,100
Cabbage,355.22,7.71,21.09,23.68,0.85,gram,100
Chicken Breast,204.0,6.13,20.02,5.21,8.56,gram,100
Egg,274.46,13.63,10.82,21.8,3.5,piece,30
Paratha,318.74,17.92,48.56,7.47,2.62,piece,42
Dal Tadka,57.24,4.14,32.71,17.05,3.29,gram,100
Tomato,387.61,29.35,26.36,1.33,8.29,gram,100
Pineapple,339.58,2.79,5.77,14.5,5.48,gram,100
Walnuts,69.07,2.82,41.3,14.29,2.97,gram,100
Bread,130.98,19.21,58.61,8.07,7.04,gram,100
Orange,168.83,12.25,37.3,27.92,9.53,gram,100
Chole,51.84,0.38,41.93,12.25,1.38,gram,100
Rice,253.24,27.65,54.53,4.74,7.25,gram,100
Dosa,87.58,9.48,40.24,8.0,3.97,gram,100
Onion,219.2,26.35,56.57,16.03,7.05,gram,100
Biryani,207.41,26.47,53.17,9.51,6.82,gram,100
Cornflakes,334.04,8.59,16.9,10.77,0.68,gram,100
Paratha,107.84,16.15,57.58,17.71,1.79,piece,70
Egg,349.66,11.01,42.84,28.37,8.83,piece,39
Broccoli,165.82,0.05,17.74,3.73,0.8,gram,100
Pineapple,117.14,12.2,47.58,3.12,7.89,gram,100
Paratha,385.75,3.48,34.48,27.36,9.47,piece,82
Watermelon,174.82,7.11,31.64,29.62,9.82,gram,100
Cauliflower,239.61,19.72,28.52,21.03,1.47,gram,100
Salad,217.89,22.27,23.74,19.06,3.2,gram,100
Curd,180.78,3.79,18.38,6.76,7.19,gram,100
Curd,67.99,27.06,12.94,26.29,2.48,gram,100
Chicken Breast,355.4,17.84,30.97,16.87,7.61,gram,100
Upma,57.82,18.12,51.99,27.89,8.87,gram,100
Bread,163.66,27.31,20.53,6.79,3.4,gram,100
Milk,286.96,26.66,30.53,28.7,6.79,gram,100
Peanuts,367.31,18.19,58.46,29.64,2.51,gram,100
Almonds,371.0,5.27,18.25,2.93,3.61,gram,100
Potato,50.43,1.47,26.11,26.68,2.96,gram,100
Poha,290.13,19.74,51.88,0.34,2.4,gram,100
Dosa,304.34,0.71,1.94,5.87,4.68,gram,100
Potato,258.31,8.61,26.01,8.99,0.91,gram,100
Idli,116.06,27.02,51.57,17.56,1.3,piece,49
Protein Shake,95.7,28.02,56.97,3.61,5.43,gram,100
Peanuts,286.64,20.63,49.16,4.87,7.82,gram,100
Egg,42.7,29.72,29.49,10.77,4.17,piece,51
Biryani,216.39,28.87,36.69,8.5,4.59,gram,100
Pineapple,242.17,25.12,18.29,28.9,2.79,gram,100
Rice,117.93,5.03,34.9,17.26,1.2,gram,100
Broccoli,380.9,2.2,28.93,26.76,6.93,gram,100
Chole,304.26,21.01,50.96,28.69,5.71,gram,100
Peanuts,86.55,26.26,38.49,8.49,3.65,gram,100
Vegetable Curry,111.18,1.56,26.9,5.99,9.3,gram,100
Carrot,102.53,20.58,36.66,7.49,3.46,gram,100
Paneer,273.81,3.76,6.69,10.69,2.52,gram,100
Orange,84.13,12.9,29.08,14.76,9.53,gram,100
Banana,366.8,19.3,47.4,3.78,8.98,piece,35
Butter,292.71,1.73,7.86,26.17,9.31,gram,100
Greek Yogurt,366.32,1.44,32.86,3.92,0.41,gram,100
Idli,233.28,28.54,56.76,17.92,4.34,piece,59
Sambar,79.96,13.94,41.63,8.5,5.47,gram,100
Carrot,386.61,17.18,47.53,29.94,9.91,gram,100
Walnuts,204.8,2.18,12.6,5.87,9.82,gram,100
Poha,112.24,13.71,24.61,18.29,2.61,gram,100
Vegetable Curry,241.51,23.0,42.68,20.2,7.52,gram,100
Cabbage,317.01,0.82,3.49,13.64,6.8,gram,100
Papaya,76.45,18.8,41.65,4.88,1.04,gram,100
Protein Shake,137.69,20.04,7.6,12.45,9.11,gram,100
Apple,56.59,1.04,24.28,0.75,5.01,piece,45
Cashews,256.36,6.08,14.6,9.89,3.05,gram,100
Butter,214.45,9.9,23.84,11.53,1.35,gram,100
Papaya,301.57,8.85,24.75,23.24,6.76,gram,100
Bread,124.59,21.27,54.31,1.83,5.05,gram,100
Pineapple,298.58,21.2,52.89,20.07,2.78,gram,100
Rajma,365.41,13.44,8.8,29.96,3.28,gram,100
Cashews,205.74,17.77,57.35,22.04,6.93,gram,100
Chicken Breast,329.58,20.35,17.77,24.61,5.94,gram,100
Greek Yogurt,327.9,6.44,23.34,20.73,6.13,gram,100
Banana,384.9,20.61,49.22,10.1,1.88,piece,37
Paneer Butter Masala,90.92,0.28,11.68,9.58,9.85,gram,100
Vegetable Curry,343.7,27.39,49.49,25.79,8.78,gram,100
Salad,395.63,21.68,55.35,28.97,6.08,gram,100
Watermelon,264.94,10.36,35.07,24.77,5.66,gram,100
Milk,242.99,2.68,16.55,22.31,2.56,gram,100
Paratha,237.59,10.98,17.91,24.2,1.54,piece,87
Orange,248.68,17.04,56.12,13.26,7.45,gram,100
Mango,160.24,27.24,23.79,15.98,8.91,gram,100
Cabbage,229.86,15.08,30.09,13.06,7.01,gram,100
Mango,226.93,9.7,49.54,5.38,1.22,gram,100
Chole,398.75,16.68,35.7,20.94,9.95,gram,100
Grapes,186.04,22.26,31.55,7.46,0.51,gram,100
Almonds,272.93,23.34,31.19,19.54,2.17,gram,100
Chapati,91.42,24.41,55.9,16.61,8.89,piece,106
Orange,220.21,17.47,36.16,9.51,4.36,gram,100
Poha,370.89,29.2,3.79,1.33,5.8,gram,100
Spinach,67.16,3.7,50.51,7.32,6.03,gram,100
Tomato,59.22,6.66,15.69,6.11,1.48,gram,100
Paneer Butter Masala,172.05,27.81,37.32,18.88,2.23,gram,100
Rice,376.37,8.13,9.46,5.84,6.92,gram,100
Butter,368.0,11.78,44.35,18.45,2.97,gram,100
Dal Tadka,385.05,0.14,1.87,5.15,8.39,gram,100
Greek Yogurt,127.28,4.99,31.84,21.63,9.31,gram,100
Chicken Curry,336.03,23.99,55.82,13.31,1.51,gram,100
Greek Yogurt,244.3,24.67,54.66,26.3,0.12,gram,100
Cabbage,335.49,12.9,21.83,12.61,3.39,gram,100
Butter,172.59,13.79,22.53,21.43,8.2,gram,100
Chole,111.99,7.9,48.34,26.03,9.47,gram,100
Chapati,320.07,21.69,41.95,15.28,5.05,piece,30
Curd,338.78,5.78,21.99,9.58,4.75,gram,100
Dal Tadka,118.91,8.0,13.22,4.44,9.22,gram,100
Apple,212.57,16.31,51.26,6.34,4.69,piece,75
Egg,397.3,14.58,11.99,2.72,6.01,piece,41
Peanuts,91.01,14.2,43.09,17.06,1.21,gram,100
Poha,333.25,20.75,17.12,23.07,9.55,gram,100
Cornflakes,81.65,17.23,40.35,8.75,4.66,gram,100
Chicken Breast,362.19,26.18,52.76,27.15,7.92,gram,100
Salad,44.5,14.68,53.68,12.16,3.89,gram,100
Oats,51.47,2.17,21.42,7.88,7.51,gram,100
Chicken Breast,239.78,28.16,20.6,26.1,2.23,gram,100
Potato,121.92,10.71,17.13,22.11,5.39,gram,100
Papaya,265.91,25.38,24.51,7.05,9.26,gram,100
Mango,310.6,16.48,22.3,2.39,9.36,gram,100
Apple,241.34,21.95,43.86,26.31,2.51,piece,119
Cabbage,360.98,26.17,38.23,12.61,6.2,gram,100
Potato,320.92,29.79,7.41,28.91,0.86,gram,100
Peanuts,141.98,4.15,48.16,15.63,4.73,gram,100
Bread,98.07,11.48,51.58,7.47,1.26,gram,100
Rajma,348.34,24.86,16.42,13.91,1.58,gram,100
Curd,61.86,18.35,49.03,14.23,5.93,gram,100
Biryani,386.69,3.7,24.22,7.24,2.41,gram,100
Pineapple,46.63,3.61,40.61,14.65,0.28,gram,100
Cabbage,134.73,13.21,31.01,5.42,9.46,gram,100
Protein Shake,339.04,21.13,54.55,3.27,3.06,gram,100
Tomato,383.33,0.55,40.48,15.69,3.54,gram,100
Banana,128.3,8.52,0.88,0.76,3.01,piece,31
Dal Tadka,245.27,15.77,30.08,21.65,4.93,gram,100
Grapes,361.79,26.07,46.94,17.18,7.61,gram,100
Walnuts,270.95,11.05,4.92,18.88,3.19,gram,100
Pineapple,94.33,14.03,29.69,3.32,6.33,gram,100
Poha,146.06,28.71,35.08,26.37,0.53,gram,100
Broccoli,68.67,7.53,17.73,4.98,5.46,gram,100
Watermelon,179.19,6.08,55.1,7.45,7.06,gram,100
Walnuts,343.92,24.77,3.86,29.44,2.82,gram,100
Walnuts,70.95,11.03,57.3,28.55,5.21,gram,100
Idli,221.09,15.92,34.97,28.3,3.18,piece,84
Dosa,397.38,12.32,2.88,0.75,4.85,gram,100
Cabbage,348.51,0.44,14.08,1.53,3.5,gram,100
Cornflakes,271.25,15.83,40.19,18.91,6.8,gram,100
Cabbage,77.44,12.13,58.19,28.02,1.43,gram,100
Sambar,63.7,2.37,13.58,8.23,7.13,gram,100
Dal Tadka,264.83,11.78,36.24,6.5,7.96,gram,100
Cashews,252.82,0.97,48.67,17.78,2.12,gram,100
Paneer,344.6,0.62,8.42,8.04,6.63,gram,100
Cashews,95.43,29.14,51.12,22.24,5.62,gram,100
Papaya,371.27,29.68,25.24,25.63,2.53,gram,100
Salad,392.68,29.87,20.56,23.24,6.56,gram,100
Chicken Curry,85.57,1.23,27.14,19.54,0.78,gram,100
Orange,331.45,1.88,17.97,10.14,5.06,gram,100
Cauliflower,210.91,9.29,47.11,2.95,5.72,gram,100
Paratha,336.47,26.97,2.56,9.97,1.68,piece,55
Bread,53.72,26.77,31.18,13.26,6.93,gram,100
Paneer,292.91,6.94,9.22,16.02,2.59,gram,100
Grapes,279.93,18.02,6.43,25.79,9.38,gram,100
Tomato,201.92,13.47,14.94,29.35,8.27,gram,100
Cabbage,118.81,14.97,27.32,22.38,0.39,gram,100
Butter,174.26,22.44,15.02,10.39,2.58,gram,100
Watermelon,145.7,15.24,45.9,9.49,6.06,gram,100
Pineapple,259.29,3.68,39.33,23.73,9.25,gram,100
Spinach,58.51,25.79,51.69,20.73,7.24,gram,100
Papaya,198.52,20.1,12.17,27.81,8.21,gram,100
Milk,189.73,2.18,27.5,4.39,6.84,gram,100
Broccoli,298.57,6.13,29.62,18.07,3.51,gram,100
Rice,107.53,28.69,4.4,10.28,6.92,gram,100
Peanuts,121.81,24.7,40.05,2.72,8.33,gram,100
Rice,171.88,21.55,32.22,26.32,7.81,gram,100
Paneer Butter Masala,331.32,23.06,7.5,5.64,0.49,gram,100
Protein Shake,316.57,0.95,30.83,17.34,6.99,gram,100
Orange,296.99,2.83,52.17,20.93,6.17,gram,100
Bread,44.53,21.64,7.24,28.16,4.57,gram,100
Cornflakes,254.94,29.82,30.21,16.79,9.67,gram,100
Peanuts,166.6,10.94,9.02,10.35,2.37,gram,100
Paneer Butter Masala,166.73,15.19,1.66,10.06,6.19,gram,100
Pineapple,284.27,8.81,21.54,9.23,5.53,gram,100
Biryani,71.09,3.79,52.86,12.28,6.41,gram,100
Cabbage,64.42,6.8,39.86,15.85,1.61,gram,100
Vegetable Curry,78.71,7.23,54.97,1.98,6.85,gram,100
Grapes,356.57,6.94,48.64,10.29,0.38,gram,100
Onion,284.21,4.48,34.0,1.79,9.91,gram,100
Paneer,225.69,5.31,0.69,2.04,4.43,gram,100
Paneer Butter Masala,170.89,13.86,57.62,13.46,8.75,gram,100
Grapes,221.25,17.02,1.92,8.64,8.76,gram,100
Bread,313.38,10.26,57.65,16.87,0.22,gram,100
Greek Yogurt,156.71,3.62,9.54,5.74,7.92,gram,100
Apple,387.86,25.88,13.4,8.3,9.14,piece,50
Rajma,392.06,16.51,43.88,22.68,3.41,gram,100
Peanuts,151.2,26.81,39.06,22.82,7.41,gram,100
Banana,276.19,14.27,4.3,25.56,7.46,piece,101
Butter,399.66,29.32,33.86,22.62,0.78,gram,100
Vegetable Curry,313.91,12.49,5.59,19.15,9.13,gram,100
Salad,218.82,4.81,51.99,21.15,0.49,gram,100
Apple,287.62,28.16,19.29,23.7,2.99,piece,111
Biryani,366.74,29.29,55.38,15.71,5.71,gram,100
Pineapple,318.52,12.04,4.61,12.69,9.73,gram,100
Paneer Butter Masala,146.41,27.22,5.53,8.34,9.56,gram,100
Egg,323.73,5.42,30.88,18.14,4.2,piece,59
Potato,355.96,7.06,12.68,15.43,5.26,gram,100
Papaya,396.46,4.75,40.72,13.93,1.03,gram,100
Chicken Curry,323.29,14.72,56.7,24.58,8.25,gram,100
Oats,61.02,11.18,58.75,2.64,6.13,gram,100
Rajma,217.25,18.73,15.15,10.46,2.72,gram,100
Cauliflower,217.08,21.27,23.68,1.75,0.57,gram,100
Spinach,364.25,26.53,27.43,19.14,5.52,gram,100
Curd,395.79,1.47,15.24,25.17,2.5,gram,100
Cashews,167.46,27.67,56.58,10.97,5.81,gram,100
Spinach,394.7,4.98,0.6,15.05,6.51,gram,100
Dal Tadka,140.98,16.08,14.63,16.24,0.22,gram,100
Tomato,314.96,27.48,25.32,1.9,9.68,gram,100
Oats,387.65,20.07,10.43,12.02,2.5,gram,100
Egg,232.9,13.48,41.07,26.44,0.99,piece,34
Vegetable Curry,140.77,19.12,22.72,22.52,0.51,gram,100
Poha,127.42,15.31,49.22,28.96,6.19,gram,100
Paneer,151.59,17.33,59.07,17.42,4.8,gram,100
Chicken Curry,228.43,4.1,26.9,25.18,6.46,gram,100
Curd,307.05,8.29,15.1,8.58,7.78,gram,100
Curd,337.44,14.98,10.66,3.14,3.72,gram,100
Vegetable Curry,113.33,9.55,22.2,2.05,8.21,gram,100
Chapati,142.1,25.39,29.04,26.66,4.53,piece,55
Chapati,187.65,3.11,12.76,25.62,1.21,piece,79
Papaya,269.36,17.54,48.56,18.52,0.8,gram,100
Onion,388.04,26.82,23.27,20.52,2.1,gram,100
Papaya,96.38,20.41,11.88,23.13,4.46,gram,100
Orange,259.9,12.81,38.81,25.0,3.29,gram,100
Dal Tadka,120.67,21.4,11.22,23.39,6.83,gram,100
Sambar,233.89,17.41,30.41,3.54,1.73,gram,100
Potato,185.7,28.99,6.41,1.52,1.24,gram,100
Almonds,266.0,12.02,54.8,29.11,0.89,gram,100
Protein Shake,157.67,29.28,48.58,12.61,5.13,gram,100
Rice,80.84,10.27,35.79,8.75,3.73,gram,100
Milk,296.28,26.45,0.09,4.36,4.94,gram,100
Potato,326.32,17.52,45.39,29.51,2.44,gram,100
Cashews,88.29,17.81,9.92,6.29,4.96,gram,100
Sambar,268.03,6.42,53.02,19.86,7.25,gram,100
Curd,226.74,18.25,48.78,25.36,0.99,gram,100
Peanuts,351.23,22.64,10.61,6.06,8.67,gram,100
Mango,358.45,26.92,47.21,29.3,2.74,gram,100
Salad,270.69,17.6,25.32,21.02,0.77,gram,100
Cashews,189.82,23.73,56.16,28.91,9.35,gram,100
Chapati,138.05,11.06,53.46,3.08,2.21,piece,41
Chicken Curry,188.52,8.29,6.52,8.53,3.55,gram,100
Orange,160.19,11.11,35.7,20.36,6.73,gram,100
Cornflakes,58.93,19.39,17.15,19.59,4.16,gram,100
Upma,264.03,28.94,43.09,29.38,6.52,gram,100
Orange,369.33,5.47,58.9,16.72,9.71,gram,100
Cauliflower,121.43,24.12,45.29,19.83,0.67,gram,100
Salad,96.06,12.7,17.5,14.46,7.34,gram,100
Rice,324.47,0.56,37.89,16.22,0.91,gram,100
Curd,220.03,10.11,58.97,25.41,9.16,gram,100
Sambar,297.05,11.77,43.24,7.08,5.07,gram,100
Rajma,159.27,29.58,19.61,14.26,0.39,gram,100
Rajma,324.81,14.02,44.57,22.63,6.02,gram,100
Onion,321.51,9.38,40.59,15.83,0.66,gram,100
Cornflakes,63.48,10.33,6.44,7.06,4.3,gram,100
Upma,66.29,19.07,12.98,16.19,6.61,gram,100
Oats,192.35,23.52,43.76,1.65,7.64,gram,100
Banana,86.98,19.88,50.7,22.21,0.91,piece,94
Watermelon,281.2,18.19,44.31,20.3,1.05,gram,100
Rajma,76.63,9.13,44.68,16.21,7.39,gram,100
Almonds,115.54,1.4,10.18,17.87,6.07,gram,100
Vegetable Curry,52.68,3.9,5.84,25.04,5.09,gram,100
Walnuts,116.87,8.92,57.16,15.81,5.0,gram,100
Biryani,246.96,18.91,19.62,5.32,7.77,gram,100
Chicken Breast,356.05,5.03,55.79,19.31,4.81,gram,100
Chole,395.64,26.29,18.26,2.62,4.35,gram,100
Papaya,257.4,25.15,27.26,8.4,0.67,gram,100
Walnuts,87.85,19.07,4.91,27.22,9.03,gram,100
Tomato,356.96,29.6,31.96,6.81,4.69,gram,100
Chicken Breast,216.41,21.52,17.18,18.3,1.69,gram,100
Paratha,184.74,1.12,36.97,10.12,1.2,piece,72
Paratha,217.72,10.77,47.05,23.9,9.23,piece,65
Chole,57.09,27.24,12.69,26.84,0.01,gram,100
Poha,190.73,27.38,28.93,29.96,1.32,gram,100
Tomato,54.03,7.21,0.88,24.53,7.8,gram,100
Greek Yogurt,197.91,23.26,39.61,7.48,5.0,gram,100
Paneer Butter Masala,354.54,16.04,47.84,18.26,0.64,gram,100
Protein Shake,67.01,6.97,7.52,29.91,8.87,gram,100
Peanuts,286.66,28.36,31.62,13.07,4.29,gram,100
Grapes,71.39,15.39,36.53,20.84,3.91,gram,100
Pineapple,66.54,15.16,44.73,25.63,2.69,gram,100
Protein Shake,280.76,28.58,14.9,27.55,0.91,gram,100
Pineapple,350.07,28.64,29.78,4.87,0.88,gram,100
Cauliflower,261.75,6.27,18.65,11.72,9.85,gram,100
Grapes,257.52,26.82,31.04,21.46,0.88,gram,100
Almonds,348.6,25.83,21.82,26.73,6.47,gram,100
Egg,215.89,17.91,56.3,25.71,2.58,piece,35
Chapati,255.72,22.15,21.02,21.68,3.65,piece,112
Upma,78.14,11.67,36.15,9.13,2.38,gram,100
Cashews,41.73,12.41,20.11,28.25,7.41,gram,100
Orange,49.3,28.05,52.26,3.56,5.85,gram,100
Cashews,366.6,28.73,18.26,8.5,4.08,gram,100
Grapes,127.66,7.69,18.88,9.84,9.34,gram,100
Butter,215.34,15.21,54.21,14.87,8.51,gram,100
Curd,278.75,7.84,24.25,1.37,3.91,gram,100
Vegetable Curry,197.24,17.14,7.42,0.16,4.76,gram,100
Almonds,68.01,6.56,23.87,16.4,0.29,gram,100
Chicken Breast,75.48,12.94,33.89,13.95,0.63,gram,100
Apple,388.4,26.35,39.36,9.91,9.76,piece,77
Carrot,120.51,27.61,15.73,14.11,6.39,gram,100
Papaya,363.88,15.15,40.95,9.65,1.93,gram,100
Curd,193.69,10.63,55.44,13.95,3.37,gram,100
Paratha,197.84,0.55,13.82,23.38,3.31,piece,57
Biryani,124.26,15.51,55.93,6.98,7.9,gram,100
Walnuts,238.17,5.39,11.41,4.57,9.5,gram,100
Cashews,350.72,12.24,13.01,23.79,3.87,gram,100
Dosa,230.11,28.17,58.09,21.19,6.43,gram,100
Papaya,82.99,21.75,41.46,14.72,2.8,gram,100
Spinach,291.42,11.6,2.76,17.97,8.04,gram,100
Salad,310.45,29.9,13.09,19.01,5.99,gram,100
Greek Yogurt,196.41,11.19,53.53,2.0,7.48,gram,100
Cornflakes,54.07,5.52,44.11,23.98,3.34,gram,100
Orange,243.08,20.28,36.58,26.82,2.22,gram,100
Carrot,314.23,14.07,39.05,14.07,2.57,gram,100
Mango,380.19,7.29,8.26,26.15,9.67,gram,100
Banana,240.25,3.6,39.17,15.55,2.18,piece,33
Vegetable Curry,159.63,26.5,35.15,27.81,9.97,gram,100
Cornflakes,303.08,20.79,25.25,2.97,4.67,gram,100
Banana,336.19,7.42,59.09,13.04,1.53,piece,84
Spinach,124.88,4.11,19.9,18.34,0.12,gram,100
Almonds,53.52,18.33,47.99,17.93,6.9,gram,100
Chole,389.88,19.93,52.76,14.82,2.85,gram,100
Onion,300.74,28.95,18.56,16.25,7.91,gram,100
Chapati,123.4,7.27,43.28,17.59,3.14,piece,102
Paneer Butter Masala,286.23,9.7,33.95,22.97,0.99,gram,100
Protein Shake,379.16,23.5,6.4,5.95,9.14,gram,100
Curd,72.41,1.09,7.53,3.19,2.01,gram,100
Paneer Butter Masala,205.25,1.6,15.53,5.94,8.18,gram,100
Chapati,316.69,9.85,17.17,21.43,6.24,piece,62
Rajma,284.21,28.7,42.9,27.07,0.62,gram,100
Rice,116.43,3.72,15.29,21.75,7.0,gram,100
Pineapple,222.07,14.99,9.29,20.28,1.01,gram,100
Butter,43.81,17.51,31.05,15.77,5.82,gram,100
Onion,374.21,28.21,15.66,2.76,8.02,gram,100
Greek Yogurt,100.48,18.65,3.25,23.83,3.32,gram,100
Chole,347.21,8.99,35.53,18.46,6.73,gram,100
Paneer Butter Masala,289.22,23.65,0.11,11.08,2.79,gram,100
Almonds,79.78,24.9,54.66,27.04,1.9,gram,100
Sambar,365.9,16.71,23.47,18.07,5.61,gram,100
Chole,146.81,8.17,2.74,5.23,2.65,gram,100
Curd,284.31,5.33,3.04,7.18,7.87,gram,100
Paneer,268.08,9.33,40.45,27.43,3.11,gram,100
Paratha,93.6,5.46,10.25,12.63,8.38,piece,118
Peanuts,196.91,21.45,37.58,16.64,5.96,gram,100
Papaya,85.56,5.24,36.59,13.06,4.56,gram,100
Grapes,384.9,16.87,36.44,2.36,8.24,gram,100
Sambar,54.9,5.13,48.1,1.94,6.06,gram,100
Rajma,241.03,10.66,58.49,14.24,0.31,gram,100
Idli,320.72,13.81,11.73,9.65,5.28,piece,68
Chicken Curry,216.23,26.79,30.62,19.25,3.0,gram,100
Oats,60.75,20.9,45.9,14.21,2.94,gram,100
Curd,271.83,21.14,5.86,26.09,8.02,gram,100
Paratha,166.09,20.53,40.09,9.15,4.04,piece,38
Paneer Butter Masala,149.57,3.05,0.51,20.43,3.65,gram,100
Vegetable Curry,362.96,10.06,26.53,19.22,5.1,gram,100
Cornflakes,167.39,9.88,51.49,17.54,7.69,gram,100
Pineapple,349.12,25.43,39.92,4.05,1.03,gram,100
Chicken Breast,48.3,23.61,17.68,28.19,1.45,gram,100
Upma,190.16,8.28,3.03,1.28,9.74,gram,100
Paneer Butter Masala,54.44,12.53,5.58,5.13,3.38,gram,100
Banana,176.03,1.42,50.85,1.67,0.92,piece,76
Sambar,341.55,26.88,42.3,6.28,0.43,gram,100
Cabbage,184.34,6.69,54.87,16.23,3.11,gram,100
Bread,358.92,4.63,25.94,1.93,1.25,gram,100
Dal Tadka,371.63,13.69,1.67,15.67,4.69,gram,100
Tomato,173.85,9.58,58.2,8.74,9.61,gram,100
Chicken Curry,195.66,29.95,11.95,26.28,0.85,gram,100
Protein Shake,157.42,19.89,35.53,12.73,9.33,gram,100
Peanuts,175.24,17.1,23.06,13.32,8.86,gram,100
Onion,48.03,22.32,49.92,17.1,9.24,gram,100
Cabbage,115.32,5.42,35.62,13.29,1.82,gram,100
Pineapple,169.05,29.12,0.85,23.88,7.57,gram,100
Paneer,246.42,24.89,37.18,7.72,9.3,gram,100
Chicken Curry,319.46,27.59,42.16,15.42,2.88,gram,100
Dal Tadka,239.47,26.9,8.98,25.7,9.63,gram,100
Onion,163.86,26.35,12.28,1.8,1.06,gram,100
Papaya,135.09,6.99,4.16,28.45,0.98,gram,100
Orange,57.35,4.14,59.99,18.44,6.99,gram,100
